name,avg_total_playtime
Dino Eggs: Rebirth,0.0
Grid Masters,0.0
Serafina's Crown,0.0
Backstreets of the Mind,0.0
Mini's Magic World,0.0
SPLIT BULLET,0.0
Commands & Colors: The Great War,0.0
Atulos Online,0.0
Hush Hush - Unlimited Survival Horror,0.0
The Crow's Eye,0.0
Chicken Invaders 2,0.0
Space Ranger ASK,0.0
Bloody Zombies,0.0
Fatal Fight,0.0
Ariel,0.0
REDCON,0.0
Legend of Moros,0.0
Jacob,0.0
Daughter of Shadows: An SCP Breach Event,0.0
DAMAGE CONTROL,0.0
Worst Case Z,0.0
Stealth Labyrinth,0.0
Yon Paradox,0.0
Insane Decay of Mind: The Labyrinth,0.0
Amigdala,0.0
Capitalism Plus,0.0
Seven Kingdoms: Ancient Adversaries,0.0
Campgrounds: The Endorus Expedition Collector's Edition,0.0
BOOR,0.0
Overload Playable Teaser 3.0,0.0
Aegis of Earth: Protonovus Assault,0.0
Creepy Castle,0.0
Ace of Seafood,0.0
Roadworks Simulator,0.0
Safety Driving Simulator: Car,0.0
Safety Driving Simulator: Motorbike,0.0
Woeful Woebots,0.0
Polyology,0.0
Table Top Racing: World Tour,0.0
The Spatials: Galactology,0.0
Mind Unleashed,0.0
Ember Kaboom,0.0
Kittypocalypse,0.0
Wincars Racer,0.0
Giant Cop: Justice Above All,0.0
Cubikolor,0.0
Khan: Absolute Power,0.0
Drawn: Dark Flight Collector's Edition,0.0
Candlelight,0.0
Rocket Shooter,0.0
Wartune,0.0
Meridian: Squad 22,0.0
theBlu,0.0
Snakes on an Extradimensional Plane,0.0
Demetrios - The BIG Cynical Adventure,0.0
CounterAttack,0.0
Brute,0.0
C14 Dating,0.0
Whirligig VR Media Player,0.0
War Birds: WW2 Air strike 1942,0.0
Secrets of Deep Earth Shrine,0.0
End Of The Mine,0.0
Out of Ammo,0.0
Nighttime Terror VR: Dessert Defender,0.0
WizardCraft,0.0
Thorne - Death Merchants,0.0
qrth-phyl,0.0
EEP Train Simulator Mission,0.0
The Secret of Pineview Forest,0.0
The Body VR: Journey Inside a Cell,0.0
Cranks and Goggles,0.0
Military Life: Tank Simulator,0.0
Midvinter,0.0
One Clone Left,0.0
Dawn of the Robot Empire,0.0
Party Saboteurs: After Party,0.0
Ian's Eyes,0.0
Damsel,0.0
Koihime Enbu,0.0
Rising Islands,0.0
The Cubicle.,0.0
Skylar & Plux: Adventure On Clover Island,0.0
The Rebel,0.0
Realities,0.0
Mad Bullets,0.0
Laser Disco Defenders,0.0
Insane,0.0
Asemblance,0.0
The Fifth Expedition,0.0
Powargrid,0.0
BrambleLash,0.0
Awareness Rooms,0.0
A Healer Only Lives Twice,0.0
Blackwood Crossing,0.0
Vairon's Wrath,0.0
Vaccine War,0.0
Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,0.0
Hacked,0.0
Frio - Lost in old town,0.0
One Man Is Not No Man,0.0
Marble Void,0.0
Rogue Contracts: Syndicate,0.0
MiniGolf Mania,0.0
Dark Quest 2,0.0
prog.1,0.0
TableTop Soccer,0.0
Last Will,0.0
Borstal,0.0
Spaceman Sparkles 3,0.0
Tyto Ecology,0.0
Forgotten Tales: Day of the Dead,0.0
Secrets of Magic: The Book of Spells,0.0
Candice DeBb's Incredibly Trick Lifestyle,0.0
Blasting Agent: Ultimate Edition,0.0
Innoquous 5,0.0
Quantum Chess,0.0
Ninja Outbreak,0.0
Black Rose,0.0
Love is Dead,0.0
To Ash,0.0
Mibibli's Quest,0.0
Link,0.0
Boundel: The Second Era,0.0
Nil-Ninjahtic: Ronin,0.0
First Person Tennis - The Real Tennis Simulator,0.0
Dark Fear,0.0
XorceD - Sashiro's Laedrum,0.0
Cubicolor,0.0
The Eyes of Ara,0.0
The HinterLands,0.0
[the Sequence],0.0
A Room Beyond,0.0
Days of War,0.0
Champions of Breakfast,0.0
Rally Copters,0.0
Mini Metal,0.0
Crystal Chip Collector,0.0
Break Through: Artificial Maze,0.0
MilitAnt,0.0
Decisive Campaigns: Barbarossa,0.0
I Am Caligula,0.0
Spider Wars,0.0
Age of Cavemen,0.0
Demon's Crystals,0.0
Button Frenzy,0.0
Shiny Gauntlet,0.0
RAM BOE,0.0
World Of Undead,0.0
Aeternum,0.0
Mystic Melee,0.0
Atriage,0.0
Amaranthine,0.0
Gravity Den,0.0
Awakening: The Redleaf Forest Collector's Edition,0.0
Gerty,0.0
Pertinence,0.0
Domain Defense VR,0.0
The Battle for Sector 219,0.0
Bazaar,0.0
Dashing Dinos,0.0
Bloody Chronicles - New Cycle of Death Visual Novel,0.0
"Warhammer 40,000: Armageddon - Da Orks",0.0
Spell Fighter VR,0.0
Shift Orb,0.0
"Don't Die Dateless, Dummy!",0.0
Skedaddle,0.0
Edgar,0.0
Pixel Puzzles Junior,0.0
Big Buck Hunter Arcade,0.0
YamaYama,0.0
FrightShow Fighter,0.0
Domain Defense,0.0
Nokori,0.0
Smash Pixel Racing,0.0
ZOMBIE TOWN AHHH,0.0
Space Scaven,0.0
Flag N Frag,0.0
Bannerman,0.0
The American Dream,0.0
Gunslinger Trainer,0.0
The Orphan Dreams,0.0
Jaunt VR - Experience Cinematic Virtual Reality,0.0
STAR WARS: Rebel Assault I + II,0.0
Weather Lord: Following the Princess Collector's Edition,0.0
Doctor Kvorak's Obliteration Game,0.0
A dragon girl looks up at the endless sky,0.0
DUCATI - 90th Anniversary,0.0
Dual Core,0.0
Gary the Gull,0.0
Parallels Cross,0.0
StarsOne,0.0
Runes: The Forgotten Path,0.0
Atlas Reactor VR Character Viewer,0.0
HoloBall,0.0
Dimensional,0.0
Alexa's Wild Night,0.0
Storm VR,0.0
Defend Your Crypt,0.0
Moustache Mountain,0.0
My Lady,0.0
Stonehenge VR SANDBOX,0.0
Andromedum,0.0
Vrideo,0.0
OPUS: The Day We Found Earth,0.0
Hotel Blind,0.0
Mushroom Wars 2,0.0
The Signal From Tlva,0.0
Audio Arena,0.0
Sky to Fly: Soulless Leviathan,0.0
Apollo 11 VR,0.0
Minigame Party VR,0.0
Adele: Following the Signs,0.0
March of the Living,0.0
Hex Gambit,0.0
Drusilla Dreams,0.0
VReakout,0.0
VR0GU3: Unapologetic Hardcore VR Edition,0.0
Rumpus,0.0
Infinite Shooter,0.0
Space Bit Attack,0.0
Vilmonic,0.0
VR Baseball,0.0
Gahkthun of the Golden Lightning Steam Edition,0.0
Cabals: Magic & Battle Cards,0.0
Last Heroes 3,0.0
GAIN,0.0
Grim Legends 3: The Dark City,0.0
Who Must Die,0.0
Babylon 2055 Pinball,0.0
Zombie Pinball,0.0
Plastic Playground,0.0
Windlands 2,0.0
ABE VR,0.0
The Slimeking's Tower,0.0
Auto Age: Standoff,0.0
Cursor Challenge,0.0
FireAlpaca SE,0.0
WRC 6 FIA World Rally Championship,0.0
"States, Firms, & Households",0.0
Snooker Nation Championship,0.0
WITHIN,0.0
Carnival Games VR,0.0
Intruder Alert: Ixian Operations,0.0
Astral Domine,0.0
Ghost Town Mine Ride & Shootin' Gallery,0.0
Medieval Battlefields - Black Edition,0.0
YIIK: A Postmodern RPG,0.0
Masquerada: Songs and Shadows,0.0
Love in the Glen,0.0
Super Cat Herding: Totally Awesome Edition,0.0
Allods Online My.com,0.0
Discovr Egypt: King Tut's Tomb,0.0
Bowslinger,0.0
The Hero Project: Redemption Season,0.0
Battlesloths 2025: The Great Pizza Wars,0.0
Tower!3D,0.0
Wars of Napoleon,0.0
Kinacoustic,0.0
Cherry Tree High Girls' Fight,0.0
LightWalk,0.0
Star Fleet Armada Rogue Adventures,0.0
R.C. Bot Inc.,0.0
You... and who else?,0.0
Auro: A Monster-Bumping Adventure,0.0
Exotic Matter,0.0
Vektron Revenge,0.0
Final Days,0.0
VIRTUAnimator,0.0
PlayFortress,0.0
30 IMPOSSIBLE LEVELS,0.0
Deer Man,0.0
Midnight at the Celestial Palace: Chapter I,0.0
One Last Chance,0.0
Rocket Riot,0.0
Xenoraid: The First Space War,0.0
Starters Orders 6 Horse Racing,0.0
Guards,0.0
The Letter - Horror Visual Novel,0.0
One Dark Night,0.0
Temple of Rust,0.0
Blamdown: Udder Fury,0.0
Star Chart,0.0
Trouble Witches Origin - Episode1 Daughters of Amalgam -,0.0
Breached,0.0
Tick Tock Bang Bang,0.0
Blade Ballet,0.0
Avadon 3: The Warborn,0.0
Allumette,0.0
Soulcaster: Part I & II,0.0
The Impossible Travel Agency,0.0
PICO PARK,0.0
Bucket Detective,0.0
SurrealVR,0.0
Riding Out,0.0
Beglitched,0.0
Missileman Origins,0.0
Smackitball,0.0
A Timely Intervention,0.0
The King's Heroes,0.0
Thorne - Son of Slaves (Ep.2),0.0
Midnight's Blessing 2,0.0
Massive,0.0
Protonwar,0.0
EmergeNYC,0.0
Archibald's Adventures,0.0
Omega Agent,0.0
Galaxy Cannon Rider,0.0
The Way Of Love: Sub Zero,0.0
Zipple World 2: The Sweet Chaos,0.0
Predynastic Egypt,0.0
It's Killing Time,0.0
FPV Air Tracks,0.0
Seduce Me 2: The Demon War,0.0
Tales Across Time,0.0
Moonstone Tavern - A Fantasy Tavern Sim!,0.0
CAFE 0 ~The Sleeping Beast~,0.0
Legionwood 1: Tale of the Two Swords,0.0
Adventure Apes and the Mayan Mystery,0.0
Tower Dwellers,0.0
Plancon: Space Conflict,0.0
Skyreach,0.0
The Prison Game,0.0
Cyberpong,0.0
IWO: Bloodbath in the Bonins,0.0
Starr Mazer: DSP,0.0
Momentum,0.0
Post Human W.A.R,0.0
Boiling Bolt,0.0
ROKH,0.0
Super Kaiju,0.0
8i - Make VR Human,0.0
New Yankee in King Arthur's Court,0.0
New Yankee in Santa's Service,0.0
Taekwondo Grand Prix,0.0
Pocket Kingdom,0.0
RiftStar Raiders,0.0
Surf World Series,0.0
VR-Xterminator,0.0
Cricket Captain 2016,0.0
Airline Director 2 - Tycoon Game,0.0
Crawlers and Brawlers,0.0
Poly Runner VR,0.0
Making History: The Second World War,0.0
The East New World,0.0
One Way Flight,0.0
Clover Tale,0.0
Mecha Ritz: Steel Rondo,0.0
MOP Operation Cleanup,0.0
Super Dungeon Tactics,0.0
Jagged Alliance: Rage!,0.0
Kismet,0.0
The Sea Eternal,0.0
One Thousand Lies,0.0
Spellbound,0.0
Panic Pump - Can you save them ALL?,0.0
Ironguard,0.0
Retool,0.0
Bipolar Game,0.0
"Resette's Prescription ~Book of memory, Swaying scale~",0.0
Lithium: Inmate 39,0.0
A Shooty Bit,0.0
StreetCraft,0.0
Super Cloudbuilt,0.0
The Beggar's Ride,0.0
FreeHolder,0.0
Izeriya,0.0
Muddy Heights 2,0.0
Shadows of Kurgansk,0.0
Beyond Magic,0.0
Initia: Elemental Arena,0.0
Solitairica,0.0
Arcade Saga,0.0
Super Puzzle Galaxy,0.0
Log Drive Runner,0.0
Heroes Must Die,0.0
Diorama Battle of NINJA3D,0.0
Kyoto Colorful Days,0.0
Codex of Victory,0.0
Factotum 90,0.0
Colours of Magic: Aqua Teeter,0.0
Detective Hunt - Crownston City PD,0.0
Best of Us,0.0
Bounce,0.0
Annie Amber,0.0
The Afterglow of Grisaia,0.0
The Melody of Grisaia,0.0
Colosse,0.0
Led It Rain,0.0
Siralim 2,0.0
Secret Of The Royal Throne,0.0
Runbow,0.0
Empty Soul - S&S Edition,0.0
Vroomist,0.0
Monsters and Medicine,0.0
Twisted Worlds,0.0
Don Bradman Cricket 17,0.0
Stars in Shadow,0.0
Pitfall Planet,0.0
Sketchfab VR,0.0
Sumer,0.0
Event Horizon,0.0
Quantized,0.0
Grey Phobia,0.0
EXZEAL,0.0
TRIZEAL Remix,0.0
Don Bradman Cricket 17 Demo,0.0
Wicce,0.0
Crime Secrets: Crimson Lily,0.0
One Day in London,0.0
Nutlope,0.0
Fury Unleashed,0.0
Yesterday Origins,0.0
Ricerca VR,0.0
Uprising: Join or Die,0.0
Vertigo,0.0
Aplowcalypse,0.0
iOMoon,0.0
Stellar Tactics,0.0
Adventure World,0.0
Out of the Park Baseball 18,0.0
Franchise Hockey Manager 3,0.0
Project G,0.0
Demon Hunter 2: New Chapter,0.0
Tank Battle: North Africa,0.0
Scrap Garden,0.0
New Retro Arcade: Neon,0.0
THE LAST BLADE,0.0
Awakening: The Sunhook Spire Collector's Edition,0.0
Dark Parables: The Final Cinderella Collector's Edition,0.0
Dark Tales: Edgar Allan Poe's The Gold Bug Collector's Edition,0.0
Echoes of the Past: The Revenge of the Witch Collector's Edition,0.0
OddPlanet,0.0
Farm Tribe,0.0
Grave Mania: Undead Fever,0.0
Hidden Expedition: The Crown of Solomon Collector's Edition,0.0
Maze: Subject 360 Collector's Edition,0.0
Nevertales: The Beauty Within Collector's Edition,0.0
Off the Record: The Linden Shades Collector's Edition,0.0
Otherworld: Spring of Shadows Collector's Edition,0.0
Pet Store Panic,0.0
Redemption Cemetery: Salvation of the Lost Collector's Edition,0.0
Shiver: Vanishing Hitchhiker Collector's Edition,0.0
Spa Mania,0.0
Surface: The Pantheon Collector's Edition,0.0
Witches' Legacy: The Ties That Bind Collector's Edition,0.0
Shaolin vs Wutang,0.0
White Day: A Labyrinth Named School,0.0
Arelite Core,0.0
Race & Destroy,0.0
Super Cube Smash,0.0
BitShift: BattleGrid,0.0
Fossil Echo,0.0
Choice of Alexandria,0.0
Princess Isabella: The Rise of an Heir,0.0
Drone Hunter VR,0.0
Vintage VR,0.0
Ghost Croquet,0.0
Prehistoric Tales,0.0
The Dope Game,0.0
Soulslayer,0.0
Zenodyne R,0.0
I [City of God I - Prison Empire],0.0
Mugen Souls Z,0.0
Can't Drive This,0.0
Dead Army - Radio Frequency,0.0
A Game of Changes,0.0
Rising Runner,0.0
Subterrarium,0.0
Dyna Bomb,0.0
Weaves of Fate,0.0
God of Word,0.0
Just a Cleric,0.0
Leveron Space,0.0
Off-Peak,0.0
Khimera: Destroy All Monster Girls,0.0
Go For Launch: Mercury,0.0
Farming 6-in-1 bundle,0.0
Shoot Shoot Mega Pack,0.0
C O S M,0.0
GRAVEN The Purple Moon Prophecy,0.0
Power & Revolution,0.0
TITANS: Dawn of Tribes,0.0
Paranormal Activity: The Lost Soul,0.0
Trapper's Delight,0.0
simian.interface++,0.0
Crongdor the Barbarian,0.0
Splody,0.0
METAGAL,0.0
Garage Drummer VR,0.0
EPCH,0.0
The Last Time,0.0
90 Minute Fever - Football (Soccer) Manager MMO,0.0
Occurrence at JCR Outpost,0.0
Aqua Moto Racing Utopia,0.0
Rescuties! VR,0.0
Nebula,0.0
Trap House,0.0
Ancient Go,0.0
Doll City : Prologue,0.0
HIVE: Altenum Wars,0.0
Hexaverse,0.0
Match More,0.0
Super ComboMan: Smash Edition,0.0
Speed Brawl,0.0
The Concourse,0.0
Titans of Space PLUS,0.0
Bambino Rally 3,0.0
Hyper Bowling VR,0.0
Disney Movies VR,0.0
Shattered Throne,0.0
Monsters' Den: Godfall,0.0
Linelight,0.0
Evolution : The Video Game,0.0
Paradox Paradigm,0.0
Pandum online,0.0
Legend of Miro,0.0
NEKOPALIVE,0.0
"SnarfQuest Tales, Episode 1: The Beginning",0.0
Spellgear,0.0
1917 - The Alien Invasion DX,0.0
Quantum Replica,0.0
Funklift,0.0
Evangeline,0.0
Lost Route,0.0
Winged Sakura: Demon Civil War,0.0
Troubleshooter,0.0
Matris,0.0
Where's My Helmet?,0.0
Birdsketball,0.0
Angel Express [Tokkyu Tenshi],0.0
RollerGirls From Beyond,0.0
In The Shadows,0.0
moto RKD dash SP,0.0
Antiflux,0.0
WarFire,0.0
Moonshot Galaxy,0.0
Melody,0.0
Don't Drop the Bass,0.0
Leave The Nest,0.0
Urban Pirate,0.0
Space Jammers,0.0
Grandpa's Table,0.0
Rexodus: A VR Story Experience,0.0
Kingspray Graffiti VR,0.0
Greedy Guns,0.0
Rocket Ski Racing,0.0
"In Case of Emergency, Release Raptor",0.0
Death Squared,0.0
Pan-Pan,0.0
Ortus Regni,0.0
"Duke Grabowski, Mighty Swashbuckler",0.0
Car Car Crash Hands On Edition,0.0
Ghrian,0.0
HELP: THE GAME,0.0
Ke-Tsu-No-Ana,0.0
The Narrator Is a DICK,0.0
Miko Mole,0.0
Slime-san: Superslime Edition,0.0
Raise Your Own Clone,0.0
Shock Tactics,0.0
Mutant Mudds Super Challenge,0.0
Splitter Critters,0.0
Bullet Life 2010,0.0
Diib's Dilemma,0.0
The Nest,0.0
Corinne Cross's Dead & Breakfast,0.0
Zombie City Defense 2,0.0
Journey to the Center of the Earth,0.0
Giga Girl,0.0
Airship Asunder,0.0
BATTLE PIXEL'S SURVIVAL GROUND,0.0
Second Coming,0.0
Uncrewed,0.0
Cat President ~A More Purrfect Union~,0.0
bloxyz,0.0
DIVE: Starpath,0.0
Cavernus,0.0
Project Remedium,0.0
ORCS,0.0
Global Soccer Manager,0.0
Major\Minor - Complete Edition,0.0
Holodaze,0.0
Go Go Electric Samurai,0.0
MOAI 4: Terra Incognita Collectors Edition,0.0
Bombslinger,0.0
Slightly Magic - 8bit Legacy Edition,0.0
Reflection of Mine,0.0
KNIGHTS,0.0
Strike Vector EX,0.0
MAGATAMA Earrings,0.0
One Small Fire At A Time,0.0
Heart of Crown PC,0.0
SwingStar VR,0.0
Choice of the Pirate,0.0
Cally's Trials,0.0
Children of a Dead Earth,0.0
Google Spotlight Stories: Pearl,0.0
The Silver Case,0.0
Emberdoom,0.0
Island 359,0.0
MechaGore,0.0
Amulet of Dreams,0.0
FourChords Guitar Karaoke,0.0
10 Minute Tower,0.0
Chamber 19,0.0
Epic Snowday Adventure,0.0
Descent: Road to Legend,0.0
Toricky,0.0
Eador. Imperium,0.0
Zero Escape: The Nonary Games,0.0
Thirty Years' War,0.0
Piata,0.0
Yomawari: Night Alone /,0.0
Lord of Dwarves,0.0
Wanderer of Teandria,0.0
Simple Spy,0.0
BUDDY,0.0
V ARRR,0.0
Mansions of Madness,0.0
IrreVRsible,0.0
Pirates of the Polygon Sea,0.0
Metamorphic,0.0
Music Wars Empire,0.0
Hunter's Legacy,0.0
Framed Wings,0.0
BoX -containment-,0.0
Drunk Wizards,0.0
Space Universe,0.0
Champions of Odin,0.0
Doodler,0.0
Crazy Stone Deep Learning -The First Edition-,0.0
Dungeons & Darkness,0.0
Mitch: Berry Challenge,0.0
Dogfight Elite,0.0
Inbound,0.0
Dreamals,0.0
Satanist,0.0
Slap Village: Reality Slap,0.0
The Bunker,0.0
System Crash,0.0
Stable Orbit,0.0
Final Approach: Pilot Edition,0.0
Night in the Woods,0.0
Finding Hope,0.0
Mini Thief,0.0
Emily: Displaced,0.0
Quarterback SNAP,0.0
Investigator,0.0
The Night Cafe: A VR Tribute to Vincent Van Gogh,0.0
ESSENCE,0.0
Reverence: The Ultimate Combat Experience,0.0
Heirs And Graces,0.0
Circuitous,0.0
PolyDome,0.0
Four Realms,0.0
Guns N' Boxes,0.0
SMILE GAME BUILDER,0.0
Purino Party,0.0
Directionless,0.0
VRZ: Torment,0.0
Hanger World,0.0
Deep Blue 3D Maze,0.0
Crazy Otto,0.0
Beekyr Reloaded,0.0
Alveari,0.0
PLANET ALPHA,0.0
Nurse Love Addiction,0.0
PlanetFate,0.0
Black Hole Hazard,0.0
HALP!,0.0
Push For Emor,0.0
Arachnophobia,0.0
Vermillion Watch: Moorgate Accord Collector's Edition,0.0
The Orchard of Stray Sheep,0.0
Disgraced,0.0
NAL Is Alive,0.0
OESE,0.0
Pick a Hero,0.0
sphereFACE,0.0
Magnetta,0.0
Legend of Numbers,0.0
Runeous: Part One,0.0
e-River Cabin Journal,0.0
L U N E,0.0
Hardware Engineers,0.0
Neon Warp,0.0
Cyber Sentinel,0.0
Hero,0.0
Escape The Past,0.0
Best Buds vs Bad Guys,0.0
9Grids VR,0.0
Bathory - The Bloody Countess,0.0
Con Amore,0.0
Plan Z Chapter 1,0.0
Orbit: Satellite Defense,0.0
Square Arena,0.0
Pinball Evolution VR,0.0
Shigatari,0.0
Sphoxie,0.0
Mosh Pit Simulator,0.0
Twilight Town,0.0
Derelict Redux,0.0
Witan,0.0
Spooky Heroes,0.0
TOKYO WARFARE,0.0
The Caretaker - Dungeon Nightshift,0.0
Toxic Terror,0.0
Potato Thriller,0.0
Super Mixtape,0.0
Master Of Marbles,0.0
House of Snark 6-in-1 Bundle,0.0
Card of spirits(),0.0
Gear Gauntlet,0.0
Handball Action Total,0.0
Fantasy Mosaics 14: Fourth Color,0.0
Beasts Battle,0.0
88 Heroes,0.0
Trials of Azra,0.0
Spaera,0.0
Totally Unbalanced,0.0
Lantern,0.0
Hat Trick Header,0.0
"Tower Island: Explore, Discover and Disassemble",0.0
Day of Destruction,0.0
VR Toolbox: 360 Desktop,0.0
Escargot Kart,0.0
Taxi,0.0
Octoshield VR,0.0
Galaxy Combat Wargames,0.0
JDM Tuner Racing,0.0
Valcarta: Rise of the Demon,0.0
Infinite Air with Mark McMorris,0.0
The Karters,0.0
Vistascapes VR,0.0
Zeus Quest Remastered,0.0
SpaceRoads,0.0
The book of commands : Lost Symbol,0.0
Dream Car Builder,0.0
Armed Against the Undead,0.0
MX Nitro,0.0
God's Trigger,0.0
Left-Hand Path,0.0
GentleMoon 2,0.0
Astral Heroes,0.0
Werewolves Within,0.0
Star Vikings Forever,0.0
The Infinite Black,0.0
Whitetail Challenge,0.0
Edge of Twilight  Return To Glory,0.0
Spellforge,0.0
MachRace,0.0
Putty Pals,0.0
Sling Ming,0.0
VR Shooter Guns,0.0
Galaxy Reavers,0.0
Exile to Death,0.0
Brut@l,0.0
Quarantine,0.0
QuiVr,0.0
Tentacult!,0.0
Antisphere,0.0
AWA,0.0
The Golf Club VR,0.0
Fabric,0.0
Conga Master,0.0
Run The Gamut,0.0
Playthings: VR Music Vacation,0.0
Demon Truck,0.0
BlockAid,0.0
Child of the Wind,0.0
Lock's Quest,0.0
Quell Zen,0.0
Time Tenshi 2,0.0
Mind OVR Matter,0.0
Locomancer,0.0
Realms of Magic,0.0
Rabbit Island,0.0
Imperium Galactica II,0.0
(God's One Day World),0.0
Tokyo 42,0.0
Blasters of the Universe,0.0
Pixel Puzzles 2: Christmas,0.0
The Barbarian and the Subterranean Caves,0.0
Gnomes & Goblins (preview),0.0
DashBored,0.0
Weird Hero,0.0
Robot Legions Reborn,0.0
Ne no Kami: The Two Princess Knights of Kyoto,0.0
Control Craft 3,0.0
Wolfpack,0.0
Need to Know,0.0
Frost,0.0
Gravity Cat,0.0
IN-VERT,0.0
Revenge of the Spirit: Rite of Resurrection,0.0
League of Evil,0.0
Shout Of Survival,0.0
Ant Queen,0.0
"Human, we have a problem",0.0
Duckie Dash,0.0
LUMBERMANCER,0.0
Mr. Pumpkin Adventure,0.0
Lil Big Invasion,0.0
Drift Horizon Online,0.0
Way of the Red,0.0
Alchemist Penguin,0.0
the 9th day:,0.0
Grim Dragons,0.0
PRINCIPIA: Master of Science,0.0
Vanilla Bagel: The Roguelike,0.0
Zero-G VR,0.0
Momonga Pinball Adventures,0.0
Assault on the Necrospire,0.0
Stratego - Single Player,0.0
Gotta Go,0.0
Gun Range VR,0.0
Nary: The Undead Edition,0.0
Project Syria,0.0
Glow,0.0
A-Train PC Classic / APC,0.0
RPG World - Action RPG Maker,0.0
3D Pool,0.0
Haimrik,0.0
CapRiders: Euro Soccer,0.0
Bohemian Killing,0.0
Space Hulk: Tactics,0.0
Affairs of the Court: Choice of Romance,0.0
Thunder Gun: Revenge of the Mutants,0.0
Rogues Like Us,0.0
Alteric,0.0
Zombie Apocalypse: Escape The Undead City,0.0
Heroes of the Monkey Tavern,0.0
The Dark Legions,0.0
Malkia,0.0
One Day : The Sun Disappeared,0.0
VR Ping Pong,0.0
Aftercharge,0.0
Throne Rushers,0.0
Astroderps,0.0
Aperion Cyberstorm,0.0
FIVE: Champions of Canaan,0.0
Battle Knights,0.0
Beat Ninja,0.0
Ballistic Tanks,0.0
BellyBots,0.0
KOTH,0.0
Dynasty Feud,0.0
After the Empire,0.0
World VR Competition,0.0
Requiem: Avenging Angel,0.0
Killing Time,0.0
ChessVR,0.0
Funfair,0.0
Steampuff: Phinnegan's Factory,0.0
ERISLE,0.0
Bank Limit : Advanced Battle Racing,0.0
Hidden Object - 12 in 1 bundle,0.0
VR Disc Golf,0.0
Valkyrius Prime,0.0
Haven Moon,0.0
#Archery,0.0
Rivais Em Batalha,0.0
Marvel vs. Capcom: Infinite,0.0
Green Ranch,0.0
Anthelion,0.0
Splash Bash,0.0
PuppetsVR,0.0
Road to your City,0.0
Dungeon Girl,0.0
ENIGMA:,0.0
RX squad,0.0
Miniature Garden,0.0
Blight of the Immortals,0.0
Unbreakable Vr Runner,0.0
Bowl VR,0.0
Barrow Hill: Curse of the Ancient Circle,0.0
Orbital Strike: Arena,0.0
VR Boxing Workout,0.0
Praey for the Gods,0.0
The Amazing Shinsengumi: Heroes in Love,0.0
Office lovers,0.0
Dangerous Relationship,0.0
My Butler,0.0
Orc Hunter VR,0.0
STANDBY,0.0
TransRoad: USA,0.0
Eliosi's Hunt,0.0
MageWorks,0.0
Captain Curve's Intergalactic Space Adventure,0.0
VR: Vacate the Room (Virtual Reality Escape),0.0
Acid Flip,0.0
ViveSpray,0.0
VeeR Pong,0.0
Twisted Arrow,0.0
Savana,0.0
Wondership Q,0.0
Too Angry to Space,0.0
Ranger of the jungle,0.0
VR Battle Grid,0.0
Mega Man Legacy Collection 2 /    2,0.0
Evolution Planet: Gold Edition,0.0
Enigmatis 3: The Shadow of Karkhala,0.0
NARUTO: Ultimate Ninja STORM,0.0
DATH,0.0
Hypnorain,0.0
Disgaea 2 PC / 2 PC,0.0
AccuRC 2,0.0
TrumPiata,0.0
Ancient VR coaster,0.0
The Wire Loop Game VR,0.0
Ping Pong League,0.0
Dashy Square VR,0.0
Baskhead,0.0
ConflictCraft,0.0
Divided We Fall: Play For Free,0.0
Asteroid Fight,0.0
Overdriven Reloaded,0.0
Intrude,0.0
Ghost Train VR,0.0
Reckpunk,0.0
Deios II // DEIDIA,0.0
Free Balling,0.0
Lil Tanks,0.0
Endless Labyrinth,0.0
Lance A Lot: Classic Edition,0.0
Selma and the Wisp,0.0
BowMage,0.0
Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,0.0
Shaq Fu: A Legend Reborn,0.0
Geo-Fall,0.0
"Space, VR!",0.0
Return Zero VR,0.0
GE Neuro,0.0
Senza Peso,0.0
Watching Grass Grow In VR - The Game,0.0
Paddle Up,0.0
Deep Dark Dungeon,0.0
Momento Temporis: Light from the Deep,0.0
Fighting Fantasy Legends,0.0
Supipara - Chapter 1 Spring Has Come!,0.0
RC Racing Off Road 2.0,0.0
A Verdant Hue,0.0
Shiny,0.0
Renoir,0.0
J.A.C.K.,0.0
Vex,0.0
Virtual Battlemap,0.0
M.EXE,0.0
Typing with Jester,0.0
Pigmentone,0.0
Zone of Lacryma,0.0
Crystal Cosmos,0.0
Push The Crate: Remastered Edition,0.0
Empty Horizons,0.0
Strange Night,0.0
Antihorror,0.0
Minotaur,0.0
Maze Roller,0.0
Sorcerer King: Rivals,0.0
Discovering Space 2,0.0
The Beast Within: A Gabriel Knight Mystery,0.0
Nothin' But Net,0.0
MegaTagmension Blanc + Neptune VS Zombies (Neptunia),0.0
Ruction: The Golden Tablet,0.0
Sumeru,0.0
Second Death,0.0
The Slingshot VR,0.0
Shoot Mania VR: Fun Zombies,0.0
Cosmic Cavern 3671,0.0
Ghost Sweeper,0.0
Cross Death  VR,0.0
Underground Keeper,0.0
Rise,0.0
Amihailu in Dreamland,0.0
DJ Streamer,0.0
Pichon,0.0
Wrong Dimension - The One Dimensional Platformer,0.0
Always Higher,0.0
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",0.0
G Prime,0.0
HOMEBOUND,0.0
Blortasia,0.0
Mervils: A VR Adventure,0.0
